problem_id,candidate_id,code_execution_time,solver_lp_export_time,solver_time,lp_parse_time,structure_check_time,total_candidate_evaluation_time
single_period_newsvendor_0007,Qwen3-8B_k0,0.05517916998360306,,,,,0.05620124100823887
single_period_newsvendor_0007,Qwen3-8B_k1,0.061244342010468245,,,,,0.06189431401435286
single_period_newsvendor_0007,Qwen3-8B_k2,0.05786862599779852,,,,,0.058521344006294385
single_period_newsvendor_0007,Qwen3-8B_k3,0.06336998799815774,,,,,0.06403092099935748
single_period_newsvendor_0008,Qwen3-8B_k0,0.057451882981695235,,,,,0.058176895981887355
single_period_newsvendor_0008,Qwen3-8B_k1,0.06090876099187881,,,,,0.06156554498011246
single_period_newsvendor_0008,Qwen3-8B_k2,0.0580114449840039,,,,,0.05869179300498217
single_period_newsvendor_0008,Qwen3-8B_k3,0.059647148998919874,,,,,0.060305466991849244
single_period_newsvendor_0009,Qwen3-8B_k0,0.05923485499806702,,,,,0.06002909698872827
single_period_newsvendor_0009,Qwen3-8B_k1,0.05940516502596438,,,,,0.06004999700235203
single_period_newsvendor_0009,Qwen3-8B_k2,0.05587110100896098,,,,,0.0565174059884157
single_period_newsvendor_0009,Qwen3-8B_k3,0.05768653401173651,,,,,0.05832931201439351
single_item_multi_period_0000,Qwen3-8B_k0,0.061885857983725145,,,,,0.06264013599138707
single_item_multi_period_0000,Qwen3-8B_k1,0.055936213000677526,,,,,0.05664702001377009
single_item_multi_period_0000,Qwen3-8B_k2,0.05546454698196612,,,,,0.05613705099676736
single_item_multi_period_0000,Qwen3-8B_k3,0.054816348012536764,,,,,0.05552854700363241
single_item_multi_period_0001,Qwen3-8B_k0,0.05475925101200119,,,,,0.05555976601317525
single_item_multi_period_0001,Qwen3-8B_k1,0.05518321800627746,,,,,0.05586971898446791
single_item_multi_period_0001,Qwen3-8B_k2,0.06262450700160116,,,,,0.06333579300553538
single_item_multi_period_0001,Qwen3-8B_k3,0.06099251899286173,,,,,0.06289312199805863
single_item_multi_period_0002,Qwen3-8B_k0,0.0576130959962029,,,,,0.0584539559786208
single_item_multi_period_0002,Qwen3-8B_k1,0.05567109500407241,,,,,0.05632792998221703
single_item_multi_period_0002,Qwen3-8B_k2,0.05891445200541057,,,,,0.05941503299982287
single_item_multi_period_0002,Qwen3-8B_k3,0.05927901802351698,,,,,0.05964229101664387
single_item_multi_period_0003,Qwen3-8B_k0,0.05491203800193034,,,,,0.05528104200493544
single_item_multi_period_0003,Qwen3-8B_k1,0.05496465798933059,,,,,0.05526018200907856
single_item_multi_period_0003,Qwen3-8B_k2,0.05790370298200287,,,,,0.05820618098368868
single_item_multi_period_0003,Qwen3-8B_k3,0.06375398000818677,,,,,0.06407055500312708
single_item_multi_period_0004,Qwen3-8B_k0,0.05881347198737785,,,,,0.059289075987180695
single_item_multi_period_0004,Qwen3-8B_k1,0.06013122000149451,,,,,0.06100279901875183
single_item_multi_period_0004,Qwen3-8B_k2,0.06727336600306444,,,,,0.06782874002237804
single_item_multi_period_0004,Qwen3-8B_k3,0.05943481100257486,,,,,0.05980794201605022
single_item_multi_period_0005,Qwen3-8B_k0,0.059065505978651345,,,,,0.059424220002256334
single_item_multi_period_0005,Qwen3-8B_k1,0.06006172997877002,,,,,0.06039010698441416
single_item_multi_period_0005,Qwen3-8B_k2,0.054830253997351974,,,,,0.05512794401147403
single_item_multi_period_0005,Qwen3-8B_k3,0.055038405989762396,,,,,0.05535551201319322
single_item_multi_period_0006,Qwen3-8B_k0,0.05804177199024707,,,,,0.05843109299894422
single_item_multi_period_0006,Qwen3-8B_k1,0.060355391004122794,,,,,0.06076364801265299
single_item_multi_period_0006,Qwen3-8B_k2,0.054384918010327965,,,,,0.054699718981282786
single_item_multi_period_0006,Qwen3-8B_k3,0.06230825197417289,,,,,0.06262528800289147
single_item_multi_period_0007,Qwen3-8B_k0,0.06148806097917259,,,,,0.06186490901745856
single_item_multi_period_0007,Qwen3-8B_k1,0.060174771992024034,,,,,0.06051380798453465
single_item_multi_period_0007,Qwen3-8B_k2,0.05928467802004889,,,,,0.059743681020336226
single_item_multi_period_0007,Qwen3-8B_k3,0.06020158200408332,,,,,0.06068406900158152
single_item_multi_period_0008,Qwen3-8B_k0,0.05863072900683619,,,,,0.059301228990079835
single_item_multi_period_0008,Qwen3-8B_k1,0.060635066009126604,,,,,0.061215667985379696
single_item_multi_period_0008,Qwen3-8B_k2,0.05485913998563774,,,,,0.055529899982502684
single_item_multi_period_0008,Qwen3-8B_k3,0.06016062499838881,,,,,0.06096290299319662
single_item_multi_period_0009,Qwen3-8B_k0,0.05850033400929533,,,,,0.0592659930116497
single_item_multi_period_0009,Qwen3-8B_k1,0.061890276992926374,,,,,0.06250209698919207
single_item_multi_period_0009,Qwen3-8B_k2,0.06085280599654652,,,,,0.06125507300021127
single_item_multi_period_0009,Qwen3-8B_k3,0.05698647801182233,,,,,0.05758848899859004
single_item_multi_period_shortage_0000,Qwen3-8B_k0,0.054677698004525155,,,,,0.055230347003089264
single_item_multi_period_shortage_0000,Qwen3-8B_k1,0.06276950001483783,,,,,0.06319457900826819
single_item_multi_period_shortage_0000,Qwen3-8B_k2,0.060174361016834155,,,,,0.06076805599150248
single_item_multi_period_shortage_0000,Qwen3-8B_k3,0.0631322410190478,,,,,0.06362172099761665
single_item_multi_period_shortage_0001,Qwen3-8B_k0,0.05506989499554038,,,,,0.05573881199234165
single_item_multi_period_shortage_0001,Qwen3-8B_k1,0.05753564997576177,,,,,0.05801879899809137
single_item_multi_period_shortage_0001,Qwen3-8B_k2,0.06868022002163343,,,,,0.06927436799742281
single_item_multi_period_shortage_0001,Qwen3-8B_k3,0.059077629004605114,,,,,0.05967585399048403
single_item_multi_period_shortage_0002,Qwen3-8B_k0,0.06283262799843214,,,,,0.06339257099898532
single_item_multi_period_shortage_0002,Qwen3-8B_k1,0.06662833399605006,,,,,0.06723886099644005
single_item_multi_period_shortage_0002,Qwen3-8B_k2,0.05406916397623718,,,,,0.05444708402501419
single_item_multi_period_shortage_0002,Qwen3-8B_k3,0.05992534299730323,,,,,0.06056331199943088
single_item_multi_period_shortage_0003,Qwen3-8B_k0,0.058569502987666056,,,,,0.05929806298809126
single_item_multi_period_shortage_0003,Qwen3-8B_k1,0.05816215800587088,,,,,0.0589025609951932
single_item_multi_period_shortage_0003,Qwen3-8B_k2,0.06057416298426688,,,,,0.061283305985853076
single_item_multi_period_shortage_0003,Qwen3-8B_k3,0.05819423799403012,,,,,0.0588285610137973
single_item_multi_period_shortage_0004,Qwen3-8B_k0,0.05971719199442305,,,,,0.06042546301614493
single_item_multi_period_shortage_0004,Qwen3-8B_k1,0.0583853579882998,,,,,0.05899350097752176
single_item_multi_period_shortage_0004,Qwen3-8B_k2,0.05888519700965844,,,,,0.059239142981823534
single_item_multi_period_shortage_0004,Qwen3-8B_k3,0.05823566598701291,,,,,0.058946422999724746
single_item_multi_period_shortage_0005,Qwen3-8B_k0,0.06039987501571886,,,,,0.06115102599142119
single_item_multi_period_shortage_0005,Qwen3-8B_k1,0.054451191012049094,,,,,0.0551698729977943
single_item_multi_period_shortage_0005,Qwen3-8B_k2,0.058913780987495556,,,,,0.059631700976751745
single_item_multi_period_shortage_0005,Qwen3-8B_k3,0.05518357901019044,,,,,0.05579560901969671
single_item_multi_period_shortage_0006,Qwen3-8B_k0,0.06529133999720216,,,,,0.0659784619929269
single_item_multi_period_shortage_0006,Qwen3-8B_k1,0.05395303599652834,,,,,0.05468927000765689
single_item_multi_period_shortage_0006,Qwen3-8B_k2,0.058818852994591,,,,,0.059491277002962306
single_item_multi_period_shortage_0006,Qwen3-8B_k3,0.05736204399727285,,,,,0.05801508197328076
single_item_multi_period_shortage_0007,Qwen3-8B_k0,0.055220128007931635,,,,,0.05602018200443126
single_item_multi_period_shortage_0007,Qwen3-8B_k1,0.05801991099724546,,,,,0.05862891601282172
single_item_multi_period_shortage_0007,Qwen3-8B_k2,0.06145914600347169,,,,,0.062083078984869644
single_item_multi_period_shortage_0007,Qwen3-8B_k3,0.061442012985935435,,,,,0.06205356301506981
single_item_multi_period_shortage_0008,Qwen3-8B_k0,0.05837894600699656,,,,,0.05910035199485719
single_item_multi_period_shortage_0008,Qwen3-8B_k1,0.055805637006415054,,,,,0.05645805399399251
single_item_multi_period_shortage_0008,Qwen3-8B_k2,0.05445003998465836,,,,,0.05512207301217131
single_item_multi_period_shortage_0008,Qwen3-8B_k3,0.05522422498324886,,,,,0.05590869102161378
single_item_multi_period_shortage_0009,Qwen3-8B_k0,0.055465529003413394,,,,,0.056163561006542295
single_item_multi_period_shortage_0009,Qwen3-8B_k1,0.054776053002569824,,,,,0.05537903599906713
single_item_multi_period_shortage_0009,Qwen3-8B_k2,0.055356392986141145,,,,,0.05602669299696572
single_item_multi_period_shortage_0009,Qwen3-8B_k3,0.0547573369985912,,,,,0.05536607201793231
multi_item_capacity_0000,Qwen3-8B_k0,0.05582450400106609,,,,,0.056592588021885604
multi_item_capacity_0000,Qwen3-8B_k1,0.05526483099674806,,,,,0.06082678699749522
multi_item_capacity_0000,Qwen3-8B_k2,0.05476352898404002,,,,,0.055402521014912054
multi_item_capacity_0000,Qwen3-8B_k3,0.054180473991436884,,,,,0.05486526101594791
multi_item_capacity_0001,Qwen3-8B_k0,0.05628860599244945,,,,,0.1391437139827758
multi_item_capacity_0001,Qwen3-8B_k1,0.05547288298839703,,,,,0.056067680998239666
multi_item_capacity_0001,Qwen3-8B_k2,0.05609732598531991,,,,,0.05669035098981112
multi_item_capacity_0001,Qwen3-8B_k3,0.05475565401138738,,,,,0.05537133201141842
multi_item_capacity_0002,Qwen3-8B_k0,0.05739550699945539,,,,,0.05818261599051766
multi_item_capacity_0002,Qwen3-8B_k1,0.05421245298930444,,,,,0.054967072006547824
multi_item_capacity_0002,Qwen3-8B_k2,0.05870623100781813,,,,,0.059440441022161394
multi_item_capacity_0002,Qwen3-8B_k3,0.0790260590147227,,,,,0.07965417101513594
multi_item_capacity_0003,Qwen3-8B_k0,0.06812900400836952,,,,,0.06871065800078213
multi_item_capacity_0003,Qwen3-8B_k1,0.05417091600247659,,,,,0.05458597501274198
multi_item_capacity_0003,Qwen3-8B_k2,0.05869843598338775,,,,,0.059302050998667255
multi_item_capacity_0003,Qwen3-8B_k3,0.05570085201179609,,,,,0.056308824016014114
multi_item_capacity_0004,Qwen3-8B_k0,0.056056168978102505,,,,,0.056729505013208836
multi_item_capacity_0004,Qwen3-8B_k1,0.05725803901441395,,,,,0.05789417400956154
multi_item_capacity_0004,Qwen3-8B_k2,0.05426911899121478,,,,,0.06814043500344269
multi_item_capacity_0004,Qwen3-8B_k3,0.05547466600546613,,,,,0.05619781598215923
multi_item_capacity_0005,Qwen3-8B_k0,0.05685260600876063,,,,,0.05767531300080009
multi_item_capacity_0005,Qwen3-8B_k1,0.0564246819994878,,,,,0.05704177200095728
multi_item_capacity_0005,Qwen3-8B_k2,0.05366125699947588,,,,,0.054291912994813174
multi_item_capacity_0005,Qwen3-8B_k3,0.0589599680097308,,,,,0.05961179398582317
multi_item_capacity_0006,Qwen3-8B_k0,0.06237760200747289,,,,,0.06313780101481825
multi_item_capacity_0006,Qwen3-8B_k1,0.06048787999316119,,,,,0.06134827798814513
multi_item_capacity_0006,Qwen3-8B_k2,0.059430713998153806,,,,,0.06012569900485687
multi_item_capacity_0006,Qwen3-8B_k3,0.055795679974835366,,,,,0.05649082601303235
multi_item_capacity_0007,Qwen3-8B_k0,0.05551035201642662,,,,,0.05627731399727054
multi_item_capacity_0007,Qwen3-8B_k1,0.055776853987481445,,,,,0.056503840984078124
multi_item_capacity_0007,Qwen3-8B_k2,0.05509937001625076,,,,,0.05585180502384901
multi_item_capacity_0007,Qwen3-8B_k3,0.07237748199258931,,,,,0.07304835200193338
multi_item_capacity_0008,Qwen3-8B_k0,0.060577237978577614,,,,,0.06127406802261248
multi_item_capacity_0008,Qwen3-8B_k1,0.060899625008460134,,,,,0.0615832089970354
multi_item_capacity_0008,Qwen3-8B_k2,0.06381638700258918,,,,,0.06451530099730007
multi_item_capacity_0008,Qwen3-8B_k3,0.055092697992222384,,,,,0.05571802399936132
multi_item_capacity_0009,Qwen3-8B_k0,0.060848809021990746,,,,,0.061571476981043816
multi_item_capacity_0009,Qwen3-8B_k1,0.06524232801166363,,,,,0.0658958769927267
multi_item_capacity_0009,Qwen3-8B_k2,0.05511100200237706,,,,,0.05575542399310507
multi_item_capacity_0009,Qwen3-8B_k3,0.058778777020052075,,,,,0.05941502301720902
fixed_order_cost_big_m_0000,Qwen3-8B_k0,0.059828931000083685,,,,,0.0605918760120403
fixed_order_cost_big_m_0000,Qwen3-8B_k1,0.0557474390079733,,,,,0.05635436999727972
fixed_order_cost_big_m_0000,Qwen3-8B_k2,0.05706163900322281,,,,,0.05767105400445871
fixed_order_cost_big_m_0000,Qwen3-8B_k3,0.05550399102503434,,,,,0.056131862016627565
fixed_order_cost_big_m_0001,Qwen3-8B_k0,0.05989068700000644,,,,,0.0606051409849897
fixed_order_cost_big_m_0001,Qwen3-8B_k1,0.057928088994231075,,,,,0.05858543299837038
fixed_order_cost_big_m_0001,Qwen3-8B_k2,0.05559155499213375,,,,,0.05620886600809172
fixed_order_cost_big_m_0001,Qwen3-8B_k3,0.05860949898487888,,,,,0.05923161801183596
fixed_order_cost_big_m_0002,Qwen3-8B_k0,0.05751142499502748,,,,,0.05826081399573013
fixed_order_cost_big_m_0002,Qwen3-8B_k1,0.05873067700304091,,,,,0.05937286399421282
fixed_order_cost_big_m_0002,Qwen3-8B_k2,0.05884186501498334,,,,,0.05951064400142059
fixed_order_cost_big_m_0002,Qwen3-8B_k3,0.058440340973902494,,,,,0.05908085498958826
fixed_order_cost_big_m_0003,Qwen3-8B_k0,0.058489593997364864,,,,,0.05920463800430298
fixed_order_cost_big_m_0003,Qwen3-8B_k1,0.05858727800659835,,,,,0.05923044600058347
fixed_order_cost_big_m_0003,Qwen3-8B_k2,0.05533346001175232,,,,,0.05596171200159006
fixed_order_cost_big_m_0003,Qwen3-8B_k3,0.05758037400664762,,,,,0.058231859002262354
fixed_order_cost_big_m_0004,Qwen3-8B_k0,0.06137876500724815,,,,,0.062149133009370416
fixed_order_cost_big_m_0004,Qwen3-8B_k1,0.05635078300838359,,,,,0.057146248989738524
fixed_order_cost_big_m_0004,Qwen3-8B_k2,0.06148997400305234,,,,,0.0621030259935651
fixed_order_cost_big_m_0004,Qwen3-8B_k3,0.05689031700603664,,,,,0.05751956099993549
fixed_order_cost_big_m_0005,Qwen3-8B_k0,0.05614311300450936,,,,,0.05687535900506191
fixed_order_cost_big_m_0005,Qwen3-8B_k1,0.061340533022303134,,,,,0.06201570201665163
fixed_order_cost_big_m_0005,Qwen3-8B_k2,0.058338158996775746,,,,,0.059095221979077905
fixed_order_cost_big_m_0005,Qwen3-8B_k3,0.05742036399897188,,,,,0.05858210800215602
fixed_order_cost_big_m_0006,Qwen3-8B_k0,0.06476382800610736,,,,,0.06550286698620766
fixed_order_cost_big_m_0006,Qwen3-8B_k1,0.05553989898180589,,,,,0.05618193600093946
fixed_order_cost_big_m_0006,Qwen3-8B_k2,0.0671598730259575,,,,,0.06780418401467614
fixed_order_cost_big_m_0006,Qwen3-8B_k3,0.05535480100661516,,,,,0.05596959698596038
fixed_order_cost_big_m_0007,Qwen3-8B_k0,0.05947493499843404,,,,,0.06018124401452951
fixed_order_cost_big_m_0007,Qwen3-8B_k1,0.06004139099968597,,,,,0.06071579901617952
fixed_order_cost_big_m_0007,Qwen3-8B_k2,0.05899675699765794,,,,,0.0598034739959985
fixed_order_cost_big_m_0007,Qwen3-8B_k3,0.06199975198251195,,,,,0.0626691609795671
fixed_order_cost_big_m_0008,Qwen3-8B_k0,0.060531201015692204,,,,,0.06125625499407761
fixed_order_cost_big_m_0008,Qwen3-8B_k1,0.06228527901112102,,,,,0.062965457997052
fixed_order_cost_big_m_0008,Qwen3-8B_k2,0.05932804898475297,,,,,0.06008590402780101
fixed_order_cost_big_m_0008,Qwen3-8B_k3,0.06301610299851745,,,,,0.06377567100571468
fixed_order_cost_big_m_0009,Qwen3-8B_k0,0.057021913991775364,,,,,0.05778772401390597
fixed_order_cost_big_m_0009,Qwen3-8B_k1,0.05919984899810515,,,,,0.05992356999195181
fixed_order_cost_big_m_0009,Qwen3-8B_k2,0.05738310399465263,,,,,0.058172597986413166
fixed_order_cost_big_m_0009,Qwen3-8B_k3,0.05946062901057303,,,,,0.06013564800377935
