method,metric,reported,recomputed,delta,status
ReplenishVerifier-TypeAware,objective_accuracy,0.83,0.83,0.0,OK
ReplenishVerifier-TypeAware,structure_completeness,0.7806,0.7805994047619054,-5.952380945917213e-07,OK
ReplenishVerifier-TypeAware,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware,constraint_coverage,0.9136,0.9136111111111112,1.1111111111183902e-05,OK
ReplenishVerifier-TypeAware,average_runtime_sec,0.1005,0.10052835343638435,2.835343638434018e-05,OK
ReplenishVerifier-TypeAware,average_repair_feedback_count,0.14,0.06,-0.08000000000000002,MISMATCH
ReplenishVerifier-TypeAware-Consensus,executable_rate,0.97,0.97,0.0,OK
ReplenishVerifier-TypeAware-Consensus,optimal_rate,0.87,0.87,0.0,OK
ReplenishVerifier-TypeAware-Consensus,objective_accuracy,0.83,0.83,0.0,OK
ReplenishVerifier-TypeAware-Consensus,structure_completeness,0.8067,0.8067105158730163,1.0515873016370136e-05,OK
ReplenishVerifier-TypeAware-Consensus,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware-Consensus,constraint_coverage,0.9444,0.9444444444444444,4.444444444440254e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_runtime_sec,0.102,0.10196166803594679,-3.833196405320094e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_repair_feedback_count,0.22,0.08,-0.14,MISMATCH
Solver only,executable_rate,0.97,0.97,0.0,OK
Solver only,optimal_rate,0.87,0.87,0.0,OK
Solver only,objective_accuracy,0.81,0.81,0.0,OK
Solver only,structure_completeness,0.7907,0.7907476190476187,4.761904761874103e-05,OK
Solver only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver only,constraint_coverage,0.9323,0.9323333333333335,3.3333333333440684e-05,OK
Solver only,average_runtime_sec,0.0991,0.0991262622573413,2.6262257341300166e-05,OK
Solver only,average_repair_feedback_count,0.32,0.32,0.0,OK
Structure only,executable_rate,0.97,0.97,0.0,OK
Structure only,optimal_rate,0.87,0.87,0.0,OK
Structure only,objective_accuracy,0.82,0.82,0.0,OK
Structure only,structure_completeness,0.8076,0.807578571428572,-2.1428571427950516e-05,OK
Structure only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure only,constraint_coverage,0.9444,0.9444444444444444,4.444444444440254e-05,OK
Structure only,average_runtime_sec,0.1069,0.1068824558344204,-1.7544165579599924e-05,OK
Structure only,average_repair_feedback_count,0.22,0.22,0.0,OK
