method,problem_id,candidate_id,problem_type,difficulty,selected,executable,status,objective,reference_objective,score,objective_correct,relative_error,structure_score,semantic_consistency_score,sirl_like_lp_stats_score,optargus_like_audit_score,optirepair_like_repair_score,or_r1_like_voting_score,objective_consensus_score,selection_policy,uses_reference_objective_for_selection,runtime_sec,repair_feedback_count,error,expected_inventory_balance,detected_inventory_balance,expected_order_variable,detected_order_variable,expected_inventory_variable,detected_inventory_variable,expected_shortage_variable,detected_shortage_variable,expected_capacity_constraint,detected_capacity_constraint,expected_binary_order_variable,detected_binary_order_variable,expected_big_m_constraint,detected_big_m_constraint,expected_lead_time,detected_lead_time,expected_order_cost,detected_order_cost,expected_holding_cost,detected_holding_cost,expected_shortage_cost,detected_shortage_cost,expected_fixed_order_cost,detected_fixed_order_cost,expected_demand_satisfaction,detected_demand_satisfaction,expected_nonnegative_bounds,detected_nonnegative_bounds,expected_objective_minimize,detected_objective_minimize
Direct,single_period_newsvendor_0010,Qwen3-8B_k0,single_period_newsvendor,easy,True,True,Optimal,370.0,370.0,1.0,1.0,0.0,0.8611111111111112,1.0,0.8840000000000001,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10465451399795711,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
Direct,single_period_newsvendor_0011,Qwen3-8B_k0,single_period_newsvendor,easy,True,True,Optimal,440.0,440.0,1.0,1.0,0.0,0.8611111111111112,1.0,0.8933333333333334,0.9916666666666666,0.9966666666666667,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11597308597993106,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
Direct,single_period_newsvendor_0012,Qwen3-8B_k0,single_period_newsvendor,easy,True,False,Error,,200.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.1,0.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.06570454395841807,0,"Traceback (most recent call last):
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0012/Qwen3-8B_k0/_runner.py"", line 53, in <module>
    model = namespace[""build_model""]()
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0012/Qwen3-8B_k0/Qwen3-8B_k0.py"", line 10, in build_model
    prob += (unit_order_cost * order_quantity) + (holding_cost * max(order_quantity - demand, 0)) + (shortage_cost * max(demand - order_quantity, 0)), ""Total Cost""
UnboundLocalError: local variable 'unit_order_cost' referenced before assignment
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct,single_period_newsvendor_0013,Qwen3-8B_k0,single_period_newsvendor,easy,True,False,Error,,327.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.1,0.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.06663620402105153,0,"Traceback (most recent call last):
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0013/Qwen3-8B_k0/_runner.py"", line 53, in <module>
    model = namespace[""build_model""]()
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0013/Qwen3-8B_k0/Qwen3-8B_k0.py"", line 11, in build_model
    prob += unit_order_cost * order_quantity + holding_cost * pulp.LpAffineExpression([pulp.LpVariable(""overage"", lowBound=0, cat='Integer'), pulp.LpVariable(""underage"", lowBound=0, cat='Integer')]) + shortage_cost * pulp.LpVariable(""underage"", lowBound=0, cat='Integer')
  File ""/home/cosine/.conda/envs/replenish/lib/python3.10/site-packages/pulp/pulp.py"", line 688, in __init__
    super().__init__(e)
TypeError: 'LpVariable' object is not iterable
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct,single_period_newsvendor_0014,Qwen3-8B_k0,single_period_newsvendor,easy,True,True,Optimal,70.0,70.0,1.0,1.0,0.0,0.8611111111111112,1.0,0.8840000000000001,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.09564010298345238,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
Direct,single_period_newsvendor_0015,Qwen3-8B_k0,single_period_newsvendor,easy,True,False,Error,,59.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.1,0.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.06882496702019125,0,"Traceback (most recent call last):
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0015/Qwen3-8B_k0/_runner.py"", line 53, in <module>
    model = namespace[""build_model""]()
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0015/Qwen3-8B_k0/Qwen3-8B_k0.py"", line 11, in build_model
    total_cost = (order_quantity * 1) + (4 * pulp.LpAffineExpression([pulp.LpVariable(""leftovers"", lowBound=0, cat='Integer')])) + (9 * pulp.LpAffineExpression([pulp.LpVariable(""shortage"", lowBound=0, cat='Integer')]))
  File ""/home/cosine/.conda/envs/replenish/lib/python3.10/site-packages/pulp/pulp.py"", line 688, in __init__
    super().__init__(e)
TypeError: 'LpVariable' object is not iterable
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct,single_period_newsvendor_0016,Qwen3-8B_k0,single_period_newsvendor,easy,True,True,Optimal,176.0,264.0,1.0,0.0,0.3333333333333333,0.8333333333333334,1.0,0.8840000000000001,1.0,1.0,0.94375,0.625,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.09874907706398517,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
Direct,single_period_newsvendor_0017,Qwen3-8B_k0,single_period_newsvendor,easy,True,False,Error,,150.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.024999999999999994,0.1,0.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.06451930606272072,0,"Traceback (most recent call last):
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0017/Qwen3-8B_k0/_runner.py"", line 53, in <module>
    model = namespace[""build_model""]()
  File ""/home/cosine/DAR/ReplenishVerifier/runs/qwen3_8b_k8_100_v8_candidate_diversity_safe_tac_20260624_201823/candidate_runs/single_period_newsvendor_0017/Qwen3-8B_k0/Qwen3-8B_k0.py"", line 11, in build_model
    total_cost = (unit_order_cost * order_quantity) + (holding_cost * max(order_quantity - demand, 0)) + (shortage_cost * max(demand - order_quantity, 0))
TypeError: '>' not supported between instances of 'int' and 'LpAffineExpression'
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct,single_period_newsvendor_0018,Qwen3-8B_k0,single_period_newsvendor,easy,True,True,Optimal,112.0,112.0,1.0,1.0,0.0,0.8333333333333334,1.0,0.8840000000000001,1.0,1.0,0.9624999999999999,0.75,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.09472201694734395,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
Direct,single_period_newsvendor_0019,Qwen3-8B_k0,single_period_newsvendor,easy,True,True,Optimal,122.0,122.0,1.0,1.0,0.0,0.8611111111111112,1.0,0.8840000000000001,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.09723179508000612,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
Direct,single_item_multi_period_0000,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,666.0,666.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11669865902513266,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0001,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,116.0,116.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.964,1.0,1.0,0.98125,0.875,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10865395003929734,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0002,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,472.0,472.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11777142598293722,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0003,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,700.0,700.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.964,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10048975690733641,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0004,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,147.0,147.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11034375592134893,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0005,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,588.0,588.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.964,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10714192898012698,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0006,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,1090.0,1090.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11133727303240448,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0007,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,468.0,468.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,0.9785714285714285,0.8571428571428571,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10134423291310668,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0008,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,585.0,585.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.948,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.1071013129549101,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0009,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,630.0,630.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.964,1.0,1.0,0.9624999999999999,0.75,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.1108173968968913,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0010,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,860.0,860.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.1117886210558936,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0011,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,182.0,182.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.948,1.0,1.0,0.9571428571428571,0.7142857142857143,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.095246362965554,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0012,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,438.0,438.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11406244500540197,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0013,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,920.0,920.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,0.98125,0.875,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10546751192305237,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0014,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,580.0,580.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.964,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.1128769270144403,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0015,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,304.0,304.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.964,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.09974000893998891,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0016,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,150.0,150.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.948,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10874486097600311,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0017,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,972.0,972.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,0.9571428571428571,0.7142857142857143,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11231018195394427,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0018,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,616.0,616.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.964,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10061367007438093,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_0019,Qwen3-8B_k0,single_item_multi_period,medium,True,True,Optimal,827.0,827.0,1.0,1.0,0.0,0.8571428571428571,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11818214796949178,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_shortage_0000,Qwen3-8B_k0,single_item_multi_period_shortage,medium,True,True,Optimal,896.0,444.0,1.0,0.0,1.018018018018018,0.8611111111111112,1.0,0.98,1.0,1.0,0.86875,0.125,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11007049295585603,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_shortage_0001,Qwen3-8B_k0,single_item_multi_period_shortage,medium,True,True,Optimal,740.0,740.0,1.0,1.0,0.0,0.8611111111111112,1.0,0.964,1.0,1.0,0.9624999999999999,0.75,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10559592302888632,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_shortage_0002,Qwen3-8B_k0,single_item_multi_period_shortage,medium,True,True,Optimal,524.0,524.0,1.0,1.0,0.0,0.8611111111111112,1.0,0.948,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.10164386604446918,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_shortage_0003,Qwen3-8B_k0,single_item_multi_period_shortage,medium,True,True,Optimal,456.0,420.0,1.0,0.0,0.08571428571428572,0.8444444444444444,1.0,0.98,1.0,1.0,0.8714285714285714,0.14285714285714285,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.1469333409331739,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_shortage_0004,Qwen3-8B_k0,single_item_multi_period_shortage,medium,True,True,Optimal,1438.0,1420.0,1.0,0.0,0.01267605633802817,0.8444444444444444,1.0,0.98,1.0,1.0,0.9624999999999999,0.75,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.1127642949577421,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_shortage_0005,Qwen3-8B_k0,single_item_multi_period_shortage,medium,True,True,Optimal,654.0,654.0,1.0,1.0,0.0,0.8444444444444444,1.0,0.98,1.0,1.0,1.0,1.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.1047913619549945,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
Direct,single_item_multi_period_shortage_0006,Qwen3-8B_k0,single_item_multi_period_shortage,medium,True,True,Infeasible,53.0,198.0,0.0,0.0,0.7323232323232324,0.8611111111111112,1.0,0.78,0.8600000000000001,0.7440000000000001,0.6,0.0,"candidate order only, with Hard Selection Gate for formal score; no reference objective",False,0.11237887002062052,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True
