method,problem_id,candidate_id,problem_type,difficulty,selected,executable,status,objective,reference_objective,score,objective_correct,relative_error,structure_score,semantic_consistency_score,sirl_like_lp_stats_score,optargus_like_audit_score,optirepair_like_repair_score,selection_policy,uses_reference_objective_for_selection,runtime_sec,repair_feedback_count,error,expected_inventory_balance,detected_inventory_balance,expected_order_variable,detected_order_variable,expected_inventory_variable,detected_inventory_variable,expected_shortage_variable,detected_shortage_variable,expected_capacity_constraint,detected_capacity_constraint,expected_binary_order_variable,detected_binary_order_variable,expected_big_m_constraint,detected_big_m_constraint,expected_lead_time,detected_lead_time,expected_holding_cost,detected_holding_cost,expected_shortage_cost,detected_shortage_cost,expected_fixed_order_cost,detected_fixed_order_cost
,single_period_newsvendor_0002,cand_0_syntax_error,single_period_newsvendor,easy,False,False,Error,,580.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3825053999898955,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_period_newsvendor_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_period_newsvendor_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_period_newsvendor_0002,cand_1_remove_inventory_balance,single_period_newsvendor,easy,False,True,Optimal,0.0,580.0,0.7999999999999999,0.0,1.0,0.6,0.6,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4049566999892704,2,,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_period_newsvendor_0002,cand_2_remove_capacity_constraint,single_period_newsvendor,easy,False,True,Optimal,0.0,580.0,0.7999999999999999,0.0,1.0,0.6,0.6,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4450395000167191,2,,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_period_newsvendor_0002,cand_3_remove_big_m_constraint,single_period_newsvendor,easy,False,True,Optimal,0.0,580.0,0.7999999999999999,0.0,1.0,0.6,0.6,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4526565999840386,2,,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_period_newsvendor_0002,cand_4_correct,single_period_newsvendor,easy,False,True,Optimal,580.0,580.0,1.0,1.0,0.0,1.0,1.0,0.8240000000000001,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.5169981000362895,0,,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,single_item_multi_period_0000,cand_0_syntax_error,single_item_multi_period,medium,False,False,Error,,192.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4694696999504231,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_0000\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_0000\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_0000,cand_1_remove_inventory_balance,single_item_multi_period,medium,False,True,Optimal,0.0,192.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4075791999930516,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0000,cand_2_remove_capacity_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,192.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3949762000120245,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0000,cand_3_remove_big_m_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,192.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.42158239998389035,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0000,cand_4_correct,single_item_multi_period,medium,False,True,Optimal,192.0,192.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44326239998918027,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_0_syntax_error,single_item_multi_period,medium,False,False,Error,,876.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.38695249997545034,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_0001\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_0001\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_0001,cand_1_remove_inventory_balance,single_item_multi_period,medium,False,True,Optimal,0.0,876.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.40133939997758716,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_2_remove_capacity_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,876.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3984336999710649,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_3_remove_big_m_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,876.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3949456999544054,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0001,cand_4_correct,single_item_multi_period,medium,False,True,Optimal,876.0,876.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43574300000909716,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_0_syntax_error,single_item_multi_period,medium,False,False,Error,,140.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.38919600000372157,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_0002,cand_1_remove_inventory_balance,single_item_multi_period,medium,False,True,Optimal,0.0,140.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.43400850001489744,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_2_remove_capacity_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,140.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3967069000354968,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_3_remove_big_m_constraint,single_item_multi_period,medium,False,True,Optimal,0.0,140.0,1.0,0.0,1.0,1.0,1.0,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.39866350003285334,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_0002,cand_4_correct,single_item_multi_period,medium,False,True,Optimal,140.0,140.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4481394999893382,0,,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
,single_item_multi_period_shortage_0000,cand_0_syntax_error,single_item_multi_period_shortage,medium,False,False,Error,,208.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3894824999733828,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_shortage_0000\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_shortage_0000\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_shortage_0000,cand_1_remove_inventory_balance,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,208.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4044737000367604,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0000,cand_2_remove_capacity_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,208.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.39819929999066517,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0000,cand_3_remove_big_m_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,208.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4218655999866314,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0000,cand_4_correct,single_item_multi_period_shortage,medium,False,True,Optimal,208.0,208.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4334859999944456,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,single_item_multi_period_shortage_0001,cand_0_syntax_error,single_item_multi_period_shortage,medium,False,False,Error,,235.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3901161000248976,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_shortage_0001\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_shortage_0001\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_shortage_0001,cand_1_remove_inventory_balance,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,235.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.40177070000208914,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0001,cand_2_remove_capacity_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,235.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.40285180002683774,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0001,cand_3_remove_big_m_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,235.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.39898539998102933,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0001,cand_4_correct,single_item_multi_period_shortage,medium,False,True,Optimal,235.0,235.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4323055999702774,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,single_item_multi_period_shortage_0002,cand_0_syntax_error,single_item_multi_period_shortage,medium,False,False,Error,,360.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4132060999982059,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_shortage_0002\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\single_item_multi_period_shortage_0002\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,single_item_multi_period_shortage_0002,cand_1_remove_inventory_balance,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,360.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.41929910000180826,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0002,cand_2_remove_capacity_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,360.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.40465570002561435,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0002,cand_3_remove_big_m_constraint,single_item_multi_period_shortage,medium,False,True,Optimal,0.0,360.0,0.8333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4050188999972306,2,,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
,single_item_multi_period_shortage_0002,cand_4_correct,single_item_multi_period_shortage,medium,False,True,Optimal,360.0,360.0,1.0,1.0,0.0,1.0,1.0,0.9039999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.44008760002907366,0,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,False
,multi_item_capacity_0000,cand_0_syntax_error,multi_item_capacity,hard,False,False,Error,,745.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.3900054999976419,0,"Traceback (most recent call last):
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\multi_item_capacity_0000\cand_0_syntax_error\_runner.py"", line 16, in <module>
    spec.loader.exec_module(mod)
    ~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File ""<frozen importlib._bootstrap_external>"", line 755, in exec_module
  File ""<frozen importlib._bootstrap_external>"", line 893, in get_code
  File ""<frozen importlib._bootstrap_external>"", line 823, in source_to_code
  File ""<frozen importlib._bootstrap>"", line 491, in _call_with_frames_removed
  File ""\\wsl.localhost\Ubuntu\home\dongaorui\projects\lunwen\runs\smoke_strong_baselines\candidate_runs\multi_item_capacity_0000\cand_0_syntax_error\cand_0_syntax_error.py"", line 1
    def build_model(:
                    ^
SyntaxError: invalid syntax
",,,,,,,,,,,,,,,,,,,,,,
,multi_item_capacity_0000,cand_1_remove_inventory_balance,multi_item_capacity,hard,False,True,Optimal,0.0,745.0,0.9,0.0,1.0,0.8,0.8,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4058091000188142,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0000,cand_2_remove_capacity_constraint,multi_item_capacity,hard,False,True,Optimal,745.0,745.0,0.9,1.0,0.0,0.8,0.8,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.40214439999544993,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0000,cand_3_remove_big_m_constraint,multi_item_capacity,hard,False,True,Optimal,0.0,745.0,0.9,0.0,1.0,0.8,0.8,0.808,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.42335440003080294,1,,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
,multi_item_capacity_0000,cand_4_correct,multi_item_capacity,hard,False,True,Optimal,745.0,745.0,1.0,1.0,0.0,1.0,1.0,0.9199999999999999,0.94,0.976,executable + optimal + LP structure + semantic consistency; no reference objective,False,0.4317169000278227,0,,True,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False
