method,metric,reported,recomputed,delta,status
ReplenishVerifier-TypeAware,objective_accuracy,0.83,0.83,0.0,OK
ReplenishVerifier-TypeAware,structure_completeness,0.7806,0.7805994047619054,-5.952380945917213e-07,OK
ReplenishVerifier-TypeAware,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware,constraint_coverage,0.9136,0.9136111111111112,1.1111111111183902e-05,OK
ReplenishVerifier-TypeAware,average_runtime_sec,0.1003,0.1003307722765021,3.077227650209735e-05,OK
ReplenishVerifier-TypeAware,average_repair_feedback_count,0.14,0.06,-0.08000000000000002,MISMATCH
ReplenishVerifier-TypeAware-Consensus,executable_rate,0.97,0.97,0.0,OK
ReplenishVerifier-TypeAware-Consensus,optimal_rate,0.87,0.87,0.0,OK
ReplenishVerifier-TypeAware-Consensus,objective_accuracy,0.84,0.84,0.0,OK
ReplenishVerifier-TypeAware-Consensus,structure_completeness,0.8073,0.8072660714285721,-3.3928571427921383e-05,OK
ReplenishVerifier-TypeAware-Consensus,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware-Consensus,constraint_coverage,0.9444,0.9444444444444444,4.444444444440254e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_runtime_sec,0.1018,0.10176666521583684,-3.3334784163160935e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_repair_feedback_count,0.22,0.08,-0.14,MISMATCH
Solver only,executable_rate,0.97,0.97,0.0,OK
Solver only,optimal_rate,0.87,0.87,0.0,OK
Solver only,objective_accuracy,0.82,0.82,0.0,OK
Solver only,structure_completeness,0.79,0.7900017857142855,1.7857142854404984e-06,OK
Solver only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver only,constraint_coverage,0.9307,0.9306944444444444,-5.555555555591951e-06,OK
Solver only,average_runtime_sec,0.0989,0.09893114556674845,3.114556674845004e-05,OK
Solver only,average_repair_feedback_count,0.33,0.33,0.0,OK
Structure only,executable_rate,0.97,0.97,0.0,OK
Structure only,optimal_rate,0.87,0.87,0.0,OK
Structure only,objective_accuracy,0.82,0.82,0.0,OK
Structure only,structure_completeness,0.8076,0.807578571428572,-2.1428571427950516e-05,OK
Structure only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure only,constraint_coverage,0.9444,0.9444444444444444,4.444444444440254e-05,OK
Structure only,average_runtime_sec,0.1073,0.10731852537952363,1.8525379523626206e-05,OK
Structure only,average_repair_feedback_count,0.22,0.22,0.0,OK
