method,metric,reported,recomputed,delta,status
ReplenishVerifier-TypeAware,objective_accuracy,0.81,0.81,0.0,OK
ReplenishVerifier-TypeAware,structure_completeness,0.7898,0.7898369047619052,3.690476190520986e-05,OK
ReplenishVerifier-TypeAware,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware,constraint_coverage,0.9258,0.9258333333333333,3.333333333332966e-05,OK
ReplenishVerifier-TypeAware,average_runtime_sec,0.1025,0.1024982967460528,-1.703253947188399e-06,OK
ReplenishVerifier-TypeAware,average_repair_feedback_count,0.12,0.06,-0.06,MISMATCH
ReplenishVerifier-TypeAware-Consensus,executable_rate,0.97,0.97,0.0,OK
ReplenishVerifier-TypeAware-Consensus,optimal_rate,0.87,0.87,0.0,OK
ReplenishVerifier-TypeAware-Consensus,objective_accuracy,0.82,0.82,0.0,OK
ReplenishVerifier-TypeAware-Consensus,structure_completeness,0.8087,0.8086910714285719,-8.92857142809067e-06,OK
ReplenishVerifier-TypeAware-Consensus,inventory_balance_accuracy,1.0,1.0,0.0,OK
ReplenishVerifier-TypeAware-Consensus,constraint_coverage,0.9479,0.9479166666666665,1.666666666655381e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_runtime_sec,0.1043,0.10433343678945675,3.343678945674777e-05,OK
ReplenishVerifier-TypeAware-Consensus,average_repair_feedback_count,0.19,0.07,-0.12,MISMATCH
Solver only,executable_rate,0.97,0.97,0.0,OK
Solver only,optimal_rate,0.87,0.87,0.0,OK
Solver only,objective_accuracy,0.78,0.78,0.0,OK
Solver only,structure_completeness,0.7914,0.7914214285714278,2.1428571427839493e-05,OK
Solver only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Solver only,constraint_coverage,0.9367,0.9366666666666665,-3.3333333333440684e-05,OK
Solver only,average_runtime_sec,0.101,0.1010373286518734,3.732865187339174e-05,OK
Solver only,average_repair_feedback_count,0.28,0.28,0.0,OK
Structure only,executable_rate,0.97,0.97,0.0,OK
Structure only,optimal_rate,0.87,0.87,0.0,OK
Structure only,objective_accuracy,0.81,0.81,0.0,OK
Structure only,structure_completeness,0.8089,0.8088577380952385,-4.226190476142033e-05,OK
Structure only,inventory_balance_accuracy,1.0,1.0,0.0,OK
Structure only,constraint_coverage,0.9479,0.9479166666666665,1.666666666655381e-05,OK
Structure only,average_runtime_sec,0.1109,0.11088437444530427,-1.562555469572513e-05,OK
Structure only,average_repair_feedback_count,0.19,0.19,0.0,OK
