problem_id,problem_type,full_candidate_id,full_candidate_rank,structure_candidate_id,structure_candidate_rank,same_candidate,full_objective_correct_posthoc,structure_objective_correct_posthoc,full_objective_value,structure_objective_value,full_structure_score,structure_structure_score,full_constraint_coverage,structure_constraint_coverage,full_objective_consensus_score,structure_objective_consensus_score,full_objective_cluster_size,structure_objective_cluster_size,full_objective_term_coverage,structure_objective_term_coverage,full_objective_term_lp_coefficient_coverage,structure_objective_term_lp_coefficient_coverage,full_static_validation_score,structure_static_validation_score,full_type_aware_score,structure_type_aware_score,full_solver_status,structure_solver_status,full_runtime,structure_runtime,diagnostic_reason
fixed_order_cost_big_m_0011,fixed_order_cost_big_m,Qwen3-8B_k3,3,Qwen3-8B_k0,0,False,1.0,1.0,1322.0,1322.0,0.875,0.875,1.0,,0.8333333333333334,0.8333333333333334,5,5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,,Optimal,Optimal,0.12675264407880604,0.13260672590695322,objective_terms_disagree_with_structure
fixed_order_cost_big_m_0012,fixed_order_cost_big_m,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,572.0,572.0,0.875,0.875,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12384257395751774,0.12384257395751774,same_candidate_due_to_structure_dominance
fixed_order_cost_big_m_0013,fixed_order_cost_big_m,Qwen3-8B_k3,3,Qwen3-8B_k1,1,False,1.0,1.0,1096.0,1096.0,0.875,0.875,1.0,,1.0,1.0,7,7,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,,Optimal,Optimal,0.12033609498757869,0.11971403495408595,objective_terms_disagree_with_structure
fixed_order_cost_big_m_0014,fixed_order_cost_big_m,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,741.0,741.0,0.875,0.875,1.0,,0.875,0.875,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12209159298799932,0.12209159298799932,same_candidate_due_to_structure_dominance
fixed_order_cost_big_m_0015,fixed_order_cost_big_m,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,934.0,934.0,0.875,0.875,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11924565501976758,0.11924565501976758,same_candidate_due_to_structure_dominance
fixed_order_cost_big_m_0016,fixed_order_cost_big_m,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,367.0,367.0,0.875,0.875,1.0,,0.875,0.875,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12061060906853527,0.12061060906853527,same_candidate_due_to_structure_dominance
fixed_order_cost_big_m_0017,fixed_order_cost_big_m,Qwen3-8B_k5,5,Qwen3-8B_k0,0,False,1.0,1.0,884.0,884.0,0.875,0.875,1.0,,0.875,0.875,7,7,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,,Optimal,Optimal,0.11571152205578983,0.13042274105828255,objective_terms_disagree_with_structure
fixed_order_cost_big_m_0018,fixed_order_cost_big_m,Qwen3-8B_k4,4,Qwen3-8B_k0,0,False,1.0,1.0,660.0,660.0,0.875,0.875,1.0,,0.875,0.875,7,7,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,,Optimal,Optimal,0.11065460799727589,0.19158959994092584,objective_terms_disagree_with_structure
fixed_order_cost_big_m_0019,fixed_order_cost_big_m,Qwen3-8B_k4,4,Qwen3-8B_k4,4,True,1.0,1.0,834.0,834.0,0.875,0.875,1.0,,0.75,0.75,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11795446800533682,0.11795446800533682,same_candidate_due_to_structure_dominance
multi_item_capacity_0000,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,420.0,420.0,0.8125,0.8125,1.0,,1.0,1.0,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12313149694819003,0.12313149694819003,same_candidate_due_to_structure_dominance
multi_item_capacity_0001,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,765.0,765.0,0.8125,0.8125,1.0,,0.75,0.75,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12007183698005974,0.12007183698005974,same_candidate_due_to_structure_dominance
multi_item_capacity_0002,multi_item_capacity,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,1286.0,1286.0,0.71875,0.71875,0.875,,0.8571428571428571,0.8571428571428571,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12387093703728169,0.12387093703728169,same_candidate_due_to_structure_dominance
multi_item_capacity_0003,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,0.0,0.0,1111.333334,1111.333334,0.8125,0.8125,1.0,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.10867010802030563,0.10867010802030563,same_candidate_due_to_structure_dominance
multi_item_capacity_0004,multi_item_capacity,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,1488.0,1488.0,0.875,0.875,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12611853203270584,0.12611853203270584,same_candidate_due_to_structure_dominance
multi_item_capacity_0005,multi_item_capacity,Qwen3-8B_k7,7,Qwen3-8B_k7,7,True,0.0,0.0,1416.25,1416.25,0.8125,0.8125,1.0,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.12976176908705384,0.12976176908705384,same_candidate_due_to_structure_dominance
multi_item_capacity_0006,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,964.0,964.0,0.8125,0.8125,1.0,,1.0,1.0,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.1083626999752596,0.1083626999752596,same_candidate_due_to_structure_dominance
multi_item_capacity_0007,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,0.0,0.0,1519.4166639999999,1519.4166639999999,0.8125,0.8125,1.0,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.13181757205165923,0.13181757205165923,same_candidate_due_to_structure_dominance
multi_item_capacity_0008,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,600.0,600.0,0.8125,0.8125,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10244008002337068,0.10244008002337068,same_candidate_due_to_structure_dominance
multi_item_capacity_0009,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,360.0,360.0,0.8125,0.8125,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10619467601645738,0.10619467601645738,same_candidate_due_to_structure_dominance
multi_item_capacity_0010,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,916.0,916.0,0.8125,0.8125,1.0,,1.0,1.0,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12065949093084782,0.12065949093084782,same_candidate_due_to_structure_dominance
multi_item_capacity_0011,multi_item_capacity,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,0.0,0.0,413.5,413.5,0.71875,0.71875,0.875,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.11579750292003155,0.11579750292003155,same_candidate_due_to_structure_dominance
multi_item_capacity_0012,multi_item_capacity,Qwen3-8B_k2,2,Qwen3-8B_k2,2,True,0.0,0.0,1170.75,1170.75,0.8125,0.8125,1.0,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.11824501294177026,0.11824501294177026,same_candidate_due_to_structure_dominance
multi_item_capacity_0013,multi_item_capacity,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,0.0,0.0,4452.0,4452.0,0.71875,0.71875,0.875,,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12241522094700485,0.12241522094700485,same_candidate_due_to_structure_dominance
multi_item_capacity_0014,multi_item_capacity,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,803.0,803.0,0.71875,0.71875,0.875,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10717128100804985,0.10717128100804985,same_candidate_due_to_structure_dominance
multi_item_capacity_0015,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,1788.0,1788.0,0.8125,0.8125,1.0,,1.0,1.0,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.12006596603896469,0.12006596603896469,same_candidate_due_to_structure_dominance
multi_item_capacity_0016,multi_item_capacity,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,0.0,0.0,1857.9999971999998,1857.9999971999998,0.8125,0.8125,1.0,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.11843949905596673,0.11843949905596673,same_candidate_due_to_structure_dominance
multi_item_capacity_0017,multi_item_capacity,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,1501.0,1501.0,0.71875,0.71875,0.875,,1.0,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11704996903426945,0.11704996903426945,same_candidate_due_to_structure_dominance
multi_item_capacity_0018,multi_item_capacity,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,0.0,0.0,1158.0,1158.0,0.71875,0.71875,0.875,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.12333229498472065,0.12333229498472065,same_candidate_due_to_structure_dominance
multi_item_capacity_0019,multi_item_capacity,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,0.0,0.0,1349.0000019999998,1349.0000019999998,0.71875,0.71875,0.875,,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Infeasible,Infeasible,0.12187223101500422,0.12187223101500422,same_candidate_due_to_structure_dominance
single_item_multi_period_0000,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,666.0,666.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10849633195903152,0.10849633195903152,same_candidate_due_to_structure_dominance
single_item_multi_period_0001,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,116.0,116.0,0.8571428571428571,0.8571428571428571,1.0,,0.875,0.875,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11946375400293618,0.11946375400293618,same_candidate_due_to_structure_dominance
single_item_multi_period_0002,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,472.0,472.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10516457003541291,0.10516457003541291,same_candidate_due_to_structure_dominance
single_item_multi_period_0003,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,700.0,700.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10597576398868114,0.10597576398868114,same_candidate_due_to_structure_dominance
single_item_multi_period_0004,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,147.0,147.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10836512502282858,0.10836512502282858,same_candidate_due_to_structure_dominance
single_item_multi_period_0005,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,588.0,588.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10020381701178849,0.10020381701178849,same_candidate_due_to_structure_dominance
single_item_multi_period_0006,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,1090.0,1090.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10706182604189962,0.10706182604189962,same_candidate_due_to_structure_dominance
single_item_multi_period_0007,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,468.0,468.0,0.8571428571428571,0.8571428571428571,1.0,,0.8571428571428571,0.8571428571428571,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10692423803266138,0.10692423803266138,same_candidate_due_to_structure_dominance
single_item_multi_period_0008,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,585.0,585.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.08913406194187701,0.08913406194187701,same_candidate_due_to_structure_dominance
single_item_multi_period_0009,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,630.0,630.0,0.8571428571428571,0.8571428571428571,1.0,,0.5,0.5,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.1065765229286626,0.1065765229286626,same_candidate_due_to_structure_dominance
single_item_multi_period_0010,single_item_multi_period,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,860.0,860.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10526724299415946,0.10526724299415946,same_candidate_due_to_structure_dominance
single_item_multi_period_0011,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,182.0,182.0,0.8571428571428571,0.8571428571428571,1.0,,0.75,0.75,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.09905052895192057,0.09905052895192057,same_candidate_due_to_structure_dominance
single_item_multi_period_0012,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,438.0,438.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10386949602980167,0.10386949602980167,same_candidate_due_to_structure_dominance
single_item_multi_period_0013,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,920.0,920.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10509268497116864,0.10509268497116864,same_candidate_due_to_structure_dominance
single_item_multi_period_0014,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,580.0,580.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.094872918096371,0.094872918096371,same_candidate_due_to_structure_dominance
single_item_multi_period_0015,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,304.0,304.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.09753931895829737,0.09753931895829737,same_candidate_due_to_structure_dominance
single_item_multi_period_0016,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,150.0,150.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.09377882105764002,0.09377882105764002,same_candidate_due_to_structure_dominance
single_item_multi_period_0017,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,972.0,972.0,0.8571428571428571,0.8571428571428571,1.0,,0.625,0.625,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11268757900688797,0.11268757900688797,same_candidate_due_to_structure_dominance
single_item_multi_period_0018,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,616.0,616.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10817844502162188,0.10817844502162188,same_candidate_due_to_structure_dominance
single_item_multi_period_0019,single_item_multi_period,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,827.0,827.0,0.8571428571428571,0.8571428571428571,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11200912401545793,0.11200912401545793,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0000,single_item_multi_period_shortage,Qwen3-8B_k1,1,Qwen3-8B_k0,0,False,1.0,0.0,444.0,896.0,0.8611111111111112,0.8611111111111112,1.0,,0.8571428571428571,0.14285714285714285,6,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10643090005032718,0.11863741104025394,structure_selected_wrong_objective
single_item_multi_period_shortage_0001,single_item_multi_period_shortage,Qwen3-8B_k3,3,Qwen3-8B_k0,0,False,1.0,0.0,740.0,1136.0,0.8611111111111112,0.8611111111111112,1.0,,0.625,0.25,5,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.1060666359262541,0.11091500800102949,structure_selected_wrong_objective
single_item_multi_period_shortage_0002,single_item_multi_period_shortage,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,524.0,524.0,0.8611111111111112,0.8611111111111112,1.0,,0.875,0.875,7,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10833612107671797,0.10833612107671797,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0003,single_item_multi_period_shortage,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,420.0,420.0,0.8611111111111112,0.8611111111111112,1.0,,1.0,1.0,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10365088505204767,0.10365088505204767,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0004,single_item_multi_period_shortage,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,0.0,0.0,1438.0,1438.0,0.8611111111111112,0.8611111111111112,1.0,,0.5,0.5,4,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11599992401897907,0.11599992401897907,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0005,single_item_multi_period_shortage,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,0.0,0.0,1003.0,1003.0,0.8611111111111112,0.8611111111111112,1.0,,0.14285714285714285,0.14285714285714285,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11633940297178924,0.11633940297178924,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0006,single_item_multi_period_shortage,Qwen3-8B_k6,6,Qwen3-8B_k6,6,True,1.0,1.0,198.0,198.0,0.8611111111111112,0.8611111111111112,1.0,,0.8571428571428571,0.8571428571428571,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.1095387110253796,0.1095387110253796,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0007,single_item_multi_period_shortage,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,815.0,815.0,0.8611111111111112,0.8611111111111112,1.0,,0.75,0.75,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.21761730802245438,0.21761730802245438,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0008,single_item_multi_period_shortage,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,810.0,810.0,0.8611111111111112,0.8611111111111112,1.0,,0.625,0.625,5,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10856799699831754,0.10856799699831754,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0009,single_item_multi_period_shortage,Qwen3-8B_k4,4,Qwen3-8B_k1,1,False,0.0,1.0,442.0,402.0,0.8611111111111112,0.8611111111111112,1.0,,0.5714285714285714,0.2857142857142857,4,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.10701942699961364,0.1060320510296151,bestofk_selected_different_correct_candidate
single_item_multi_period_shortage_0010,single_item_multi_period_shortage,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,164.0,164.0,0.8611111111111112,0.8611111111111112,1.0,,1.0,1.0,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.14267734298482537,0.14267734298482537,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0011,single_item_multi_period_shortage,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,228.0,228.0,0.8611111111111112,0.8611111111111112,1.0,,0.8571428571428571,0.8571428571428571,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.0935738260159269,0.0935738260159269,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0012,single_item_multi_period_shortage,Qwen3-8B_k0,0,Qwen3-8B_k0,0,True,1.0,1.0,1015.0,1015.0,0.8444444444444444,0.8444444444444444,1.0,,0.75,0.75,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.09976488095708191,0.09976488095708191,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0013,single_item_multi_period_shortage,Qwen3-8B_k3,3,Qwen3-8B_k3,3,True,1.0,1.0,905.0,905.0,0.8611111111111112,0.8611111111111112,1.0,,1.0,1.0,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.11245122505351901,0.11245122505351901,same_candidate_due_to_structure_dominance
single_item_multi_period_shortage_0014,single_item_multi_period_shortage,Qwen3-8B_k1,1,Qwen3-8B_k1,1,True,1.0,1.0,648.0,648.0,0.8611111111111112,0.8611111111111112,1.0,,0.75,0.75,6,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Optimal,Optimal,0.1035977250430733,0.1035977250430733,same_candidate_due_to_structure_dominance
